Region;Dinarides
Country;Bosnia and Herzegovina
#;1
Spring Name/Station Name;Vrelo Bosne
Literature;
Lat;43.827
Lon;18.271
Elev (m);497
Recharge Area (km2);
Start Date;1.01.2007
End Date;31.12.2019
Resolution;Daily
Data Source;HIDROLOŠKI GODIŠNJAK, https://www.fhmzbih.gov.ba/latinica/HIDRO/godisnjaci.php#
Data License;Open data for scientific purposes
Contact For License;Bosnian Federal Hydrometeorology Service
Spring ID;DIN_01_BA
Date;Discharge m^3/s
29.08.2008;1.42
30.08.2008;1.42
31.08.2008;1.41
1.09.2008;1.41
2.09.2008;1.4
3.09.2008;1.4
4.09.2008;1.38
5.09.2008;1.36
6.09.2008;1.35
7.09.2008;1.35
8.09.2008;1.35
9.09.2008;1.35
10.09.2008;1.34
11.09.2008;1.35
12.09.2008;1.34
13.09.2008;1.35
14.09.2008;1.36
15.09.2008;1.51
16.09.2008;3.17
17.09.2008;3.13
18.09.2008;2.01
19.09.2008;1.85
20.09.2008;1.75
21.09.2008;1.66
22.09.2008;1.67
23.09.2008;1.71
24.09.2008;1.74
25.09.2008;1.69
26.09.2008;2.82
27.09.2008;5.52
28.09.2008;5.58
29.09.2008;5
30.09.2008;3.76
1.10.2008;2.81
2.10.2008;2.63
3.10.2008;2.62
4.10.2008;2.36
5.10.2008;4.19
6.10.2008;4.64
7.10.2008;4.34
8.10.2008;4.07
9.10.2008;3.15
10.10.2008;2.42
11.10.2008;2.15
12.10.2008;2.01
13.10.2008;1.95
14.10.2008;1.91
15.10.2008;1.86
16.10.2008;1.81
17.10.2008;1.79
18.10.2008;1.76
19.10.2008;1.74
20.10.2008;1.71
21.10.2008;1.66
22.10.2008;1.63
23.10.2008;1.59
24.10.2008;1.61
25.10.2008;1.58
26.10.2008;1.56
27.10.2008;1.53
28.10.2008;1.52
29.10.2008;2.16
30.10.2008;6.17
31.10.2008;6.49
1.11.2008;5.88
2.11.2008;5.26
3.11.2008;4.36
4.11.2008;3.22
5.11.2008;2.36
6.11.2008;2.02
7.11.2008;1.82
8.11.2008;1.7
9.11.2008;1.64
10.11.2008;1.59
11.11.2008;1.48
12.11.2008;1.45
13.11.2008;1.44
14.11.2008;1.42
15.11.2008;1.39
16.11.2008;1.38
17.11.2008;1.37
18.11.2008;1.36
19.11.2008;1.35
20.11.2008;1.34
21.11.2008;1.33
22.11.2008;1.34
23.11.2008;1.35
24.11.2008;1.34
25.11.2008;2.05
26.11.2008;13.1
27.11.2008;12.5
28.11.2008;10.7
29.11.2008;11.5
30.11.2008;12.9
1.12.2008;13.9
2.12.2008;15
3.12.2008;14.3
4.12.2008;12.6
5.12.2008;12.5
6.12.2008;13.5
7.12.2008;14.9
8.12.2008;14.3
9.12.2008;12.6
10.12.2008;10.9
11.12.2008;9.86
12.12.2008;10.5
13.12.2008;10.9
14.12.2008;10.4
15.12.2008;9.58
16.12.2008;8.19
17.12.2008;8.27
18.12.2008;14
19.12.2008;16.1
20.12.2008;15.4
21.12.2008;14.3
22.12.2008;12.9
23.12.2008;11
24.12.2008;9.8
25.12.2008;8.48
26.12.2008;7.18
27.12.2008;6.32
28.12.2008;5.67
29.12.2008;5.14
30.12.2008;4.69
31.12.2008;4.26
1.01.2009;3.94
2.01.2009;3.84
3.01.2009;3.66
4.01.2009;3.5
5.01.2009;3.36
6.01.2009;3.19
7.01.2009;3.06
8.01.2009;2.94
9.01.2009;2.79
10.01.2009;2.68
11.01.2009;2.59
12.01.2009;2.53
13.01.2009;2.53
14.01.2009;2.83
15.01.2009;4.53
16.01.2009;5.91
17.01.2009;5.41
18.01.2009;4.38
19.01.2009;3.69
20.01.2009;3.32
21.01.2009;4.27
22.01.2009;8.71
23.01.2009;13.5
24.01.2009;14
25.01.2009;13.3
26.01.2009;11.5
27.01.2009;10.1
28.01.2009;9.44
29.01.2009;8.12
30.01.2009;6.58
31.01.2009;5.48
1.02.2009;4.86
2.02.2009;4.32
3.02.2009;4.06
4.02.2009;5.99
5.02.2009;9.36
6.02.2009;9.78
7.02.2009;9.28
8.02.2009;9.91
9.02.2009;10.5
10.02.2009;9.58
11.02.2009;8.79
12.02.2009;7.62
13.02.2009;6.31
14.02.2009;5.44
15.02.2009;4.82
16.02.2009;4.29
17.02.2009;3.93
18.02.2009;3.7
19.02.2009;3.4
20.02.2009;3.2
21.02.2009;3.01
22.02.2009;2.92
23.02.2009;2.84
24.02.2009;2.79
25.02.2009;2.68
26.02.2009;2.57
27.02.2009;2.54
28.02.2009;2.51
1.03.2009;2.48
2.03.2009;2.49
3.03.2009;2.53
4.03.2009;2.68
5.03.2009;4.76
6.03.2009;8.97
7.03.2009;9.08
8.03.2009;6.83
9.03.2009;5.13
10.03.2009;4.22
11.03.2009;3.62
12.03.2009;3.35
13.03.2009;3.12
14.03.2009;2.99
15.03.2009;2.85
16.03.2009;2.81
17.03.2009;2.76
18.03.2009;2.75
19.03.2009;2.72
20.03.2009;2.68
21.03.2009;2.66
22.03.2009;2.64
23.03.2009;2.58
24.03.2009;2.59
25.03.2009;2.59
26.03.2009;2.54
27.03.2009;2.51
28.03.2009;2.49
29.03.2009;2.73
30.03.2009;7.8
31.03.2009;12.8
1.04.2009;14
2.04.2009;14.4
3.04.2009;15.2
4.04.2009;15.2
5.04.2009;14.9
6.04.2009;14.5
7.04.2009;14
8.04.2009;13.4
9.04.2009;13
10.04.2009;12.6
11.04.2009;12.3
12.04.2009;11.8
13.04.2009;11.4
14.04.2009;11
15.04.2009;10.3
16.04.2009;9.77
17.04.2009;9.67
18.04.2009;9.73
19.04.2009;9.71
20.04.2009;9.63
21.04.2009;9.54
22.04.2009;9.65
23.04.2009;10
24.04.2009;10
25.04.2009;9.89
26.04.2009;9.68
27.04.2009;9.45
28.04.2009;9.33
29.04.2009;9.41
30.04.2009;9.33
1.05.2009;9.05
2.05.2009;8.64
3.05.2009;8.74
4.05.2009;8.83
5.05.2009;8.74
6.05.2009;8.5
7.05.2009;8.24
8.05.2009;8.3
9.05.2009;8.46
10.05.2009;8.61
11.05.2009;8.83
12.05.2009;8.99
13.05.2009;9.06
14.05.2009;9.16
15.05.2009;9.25
16.05.2009;8.97
17.05.2009;8.8
18.05.2009;8.87
19.05.2009;8.52
20.05.2009;8.45
21.05.2009;8.47
22.05.2009;8.26
23.05.2009;8.06
24.05.2009;7.61
25.05.2009;7.18
26.05.2009;6.97
27.05.2009;6.56
28.05.2009;6.18
29.05.2009;5.87
30.05.2009;5.19
31.05.2009;4.74
1.06.2009;4.64
2.06.2009;9.06
3.06.2009;12.7
4.06.2009;12.2
5.06.2009;10.5
6.06.2009;9.03
7.06.2009;7.91
8.06.2009;6.43
9.06.2009;5.47
10.06.2009;4.71
11.06.2009;4.11
12.06.2009;3.67
13.06.2009;3.34
14.06.2009;2.89
15.06.2009;2.72
16.06.2009;2.56
17.06.2009;2.47
18.06.2009;2.35
19.06.2009;2.26
20.06.2009;2.22
21.06.2009;2.18
22.06.2009;2.63
23.06.2009;4.65
24.06.2009;4.82
25.06.2009;3.98
26.06.2009;3.53
27.06.2009;3.55
28.06.2009;3.79
29.06.2009;5.64
30.06.2009;6.49
1.07.2009;6.01
2.07.2009;5.57
3.07.2009;5.17
4.07.2009;5.12
5.07.2009;6.47
6.07.2009;6.35
7.07.2009;5.58
8.07.2009;4.76
9.07.2009;4.19
10.07.2009;3.8
11.07.2009;5.52
12.07.2009;9.67
13.07.2009;9.14
14.07.2009;7.12
15.07.2009;5.17
16.07.2009;3.89
17.07.2009;3.09
18.07.2009;2.85
19.07.2009;2.63
20.07.2009;2.31
21.07.2009;2.13
22.07.2009;2.02
23.07.2009;1.95
24.07.2009;1.9
25.07.2009;1.87
26.07.2009;1.84
27.07.2009;1.79
28.07.2009;1.77
29.07.2009;1.75
30.07.2009;1.72
31.07.2009;1.69
1.08.2009;1.67
2.08.2009;1.65
3.08.2009;1.62
4.08.2009;1.62
5.08.2009;1.62
6.08.2009;1.61
7.08.2009;1.65
8.08.2009;1.63
9.08.2009;1.59
10.08.2009;1.56
11.08.2009;1.56
12.08.2009;1.58
13.08.2009;1.56
14.08.2009;1.54
15.08.2009;1.57
16.08.2009;1.54
17.08.2009;1.52
18.08.2009;1.51
19.08.2009;1.51
20.08.2009;1.52
21.08.2009;1.55
22.08.2009;1.55
23.08.2009;1.53
24.08.2009;1.51
25.08.2009;1.49
26.08.2009;1.46
27.08.2009;1.44
28.08.2009;1.44
29.08.2009;1.46
30.08.2009;1.44
31.08.2009;1.46
1.09.2009;1.44
2.09.2009;1.43
3.09.2009;1.43
4.09.2009;1.46
5.09.2009;1.43
6.09.2009;1.4
7.09.2009;1.39
8.09.2009;1.38
9.09.2009;1.38
10.09.2009;1.38
11.09.2009;1.37
12.09.2009;1.38
13.09.2009;1.37
14.09.2009;1.38
15.09.2009;1.39
16.09.2009;1.38
17.09.2009;1.37
18.09.2009;1.37
19.09.2009;1.37
20.09.2009;1.37
21.09.2009;1.37
22.09.2009;1.37
23.09.2009;1.37
24.09.2009;1.37
25.09.2009;1.37
26.09.2009;1.37
27.09.2009;1.37
28.09.2009;1.37
29.09.2009;1.37
30.09.2009;1.37
1.10.2009;1.37
2.10.2009;1.37
3.10.2009;1.41
4.10.2009;1.53
5.10.2009;1.45
6.10.2009;1.39
7.10.2009;1.37
8.10.2009;1.37
9.10.2009;1.37
10.10.2009;1.37
11.10.2009;1.37
12.10.2009;1.6
13.10.2009;3.6
14.10.2009;3.52
15.10.2009;2.01
16.10.2009;1.8
17.10.2009;1.76
18.10.2009;1.71
19.10.2009;1.65
20.10.2009;1.61
21.10.2009;1.59
22.10.2009;2.86
23.10.2009;11
24.10.2009;15.4
25.10.2009;14.8
26.10.2009;13.4
27.10.2009;11.2
28.10.2009;9.24
29.10.2009;7.41
30.10.2009;5.64
31.10.2009;4.53
1.11.2009;3.79
2.11.2009;3.08
3.11.2009;2.9
4.11.2009;2.79
5.11.2009;3.79
6.11.2009;7.2
7.11.2009;11.1
8.11.2009;12.4
9.11.2009;11.9
10.11.2009;10.6
11.11.2009;9.77
12.11.2009;8.89
13.11.2009;7.74
14.11.2009;6.16
15.11.2009;5.11
16.11.2009;4.49
17.11.2009;4.14
18.11.2009;3.73
19.11.2009;3.22
20.11.2009;2.79
21.11.2009;2.51
22.11.2009;2.34
23.11.2009;2.22
24.11.2009;2.11
