Region;Alps
Country;Slovenia
#;46
Spring Name/Station Name;Kamniška Bistrica
Literature;Kovacic (2003)
Lat;46.224
Lon;14.617
Elev (m);385
Recharge Area (km2);
Start Date;1970
End Date;2023
Resolution;Daily
Data Source;https://vode.arso.gov.si/hidarhiv/pov_arhiv_tab.php
Data License;Open data
Contact For License;Natasa Ravbar
Spring ID;ALP_46_SI
Date;Discharge m^3/s
1.01.1926;3.5
2.01.1926;3.5
3.01.1926;3.34
4.01.1926;3.26
5.01.1926;3.18
6.01.1926;3.02
7.01.1926;3.02
8.01.1926;2.86
9.01.1926;2.86
10.01.1926;2.7
11.01.1926;2.7
12.01.1926;2.65
13.01.1926;2.6
14.01.1926;2.55
15.01.1926;2.5
16.01.1926;2.5
17.01.1926;2.45
18.01.1926;2.45
19.01.1926;2.4
20.01.1926;2.4
21.01.1926;2.4
22.01.1926;2.35
23.01.1926;2.35
24.01.1926;2.3
25.01.1926;2.3
26.01.1926;2.3
27.01.1926;2.29
28.01.1926;2.29
29.01.1926;2.29
30.01.1926;2.2
31.01.1926;2.5
1.02.1926;3.1
2.02.1926;3.5
3.02.1926;4.4
4.02.1926;5.8
5.02.1926;5.8
6.02.1926;3.95
7.02.1926;3.5
8.02.1926;3.42
9.02.1926;3.34
10.02.1926;3.26
11.02.1926;3.1
12.02.1926;5.1
13.02.1926;5.1
14.02.1926;9
15.02.1926;5.1
16.02.1926;4.22
17.02.1926;3.95
18.02.1926;3.86
19.02.1926;3.5
20.02.1926;3.34
21.02.1926;3.1
22.02.1926;3.02
23.02.1926;2.86
24.02.1926;2.7
25.02.1926;2.65
26.02.1926;2.65
27.02.1926;2.6
28.02.1926;2.55
1.03.1926;2.55
2.03.1926;2.5
3.03.1926;2.5
4.03.1926;2.45
5.03.1926;2.4
6.03.1926;2.4
7.03.1926;2.4
8.03.1926;2.35
9.03.1926;2.3
10.03.1926;2.3
11.03.1926;2.4
12.03.1926;2.35
13.03.1926;2.3
14.03.1926;2.3
15.03.1926;2.3
16.03.1926;2.25
17.03.1926;2.25
18.03.1926;2.25
19.03.1926;2.2
20.03.1926;2.2
21.03.1926;2.2
22.03.1926;2.2
23.03.1926;2.15
24.03.1926;2.15
25.03.1926;2.15
26.03.1926;2.15
27.03.1926;2.2
28.03.1926;2.45
29.03.1926;2.7
30.03.1926;3.5
31.03.1926;3.5
1.04.1926;3.26
2.04.1926;3.34
3.04.1926;3.34
4.04.1926;3.26
5.04.1926;3.1
6.04.1926;3.1
7.04.1926;3.1
8.04.1926;3.1
9.04.1926;7.4
10.04.1926;4.4
11.04.1926;3.95
12.04.1926;3.5
13.04.1926;3.34
14.04.1926;3.1
15.04.1926;2.94
16.04.1926;2.86
17.04.1926;3.5
18.04.1926;2.94
19.04.1926;2.94
20.04.1926;5.8
21.04.1926;4.4
22.04.1926;11.2
23.04.1926;5.8
24.04.1926;7.4
25.04.1926;7.4
26.04.1926;7.4
27.04.1926;9
28.04.1926;5.8
29.04.1926;5.1
30.04.1926;4.68
1.05.1926;4.96
2.05.1926;4.82
3.05.1926;4.96
4.05.1926;4.96
5.05.1926;4.82
6.05.1926;5.1
7.05.1926;7.4
8.05.1926;9
9.05.1926;7.4
10.05.1926;5.8
11.05.1926;5.1
12.05.1926;4.82
13.05.1926;4.4
14.05.1926;4.68
15.05.1926;4.4
16.05.1926;4.4
17.05.1926;5.38
18.05.1926;5.1
19.05.1926;4.22
20.05.1926;4.13
21.05.1926;3.95
22.05.1926;3.59
23.05.1926;3.95
24.05.1926;4.13
25.05.1926;4.22
26.05.1926;4.4
27.05.1926;4.68
28.05.1926;4.54
29.05.1926;4.4
30.05.1926;4.68
31.05.1926;4.22
1.06.1926;4.54
2.06.1926;5.8
3.06.1926;5.1
4.06.1926;9
5.06.1926;5.8
6.06.1926;5.1
7.06.1926;4.96
8.06.1926;4.82
9.06.1926;4.54
10.06.1926;4.4
11.06.1926;4.96
12.06.1926;4.4
13.06.1926;4.4
14.06.1926;4.4
15.06.1926;19
16.06.1926;11.2
17.06.1926;5.1
18.06.1926;13.5
19.06.1926;51.2
20.06.1926;35
21.06.1926;19
22.06.1926;11.2
23.06.1926;9
24.06.1926;7.4
25.06.1926;7.08
26.06.1926;38.5
27.06.1926;31.5
28.06.1926;16.2
29.06.1926;9
30.06.1926;7.4
1.07.1926;5.8
2.07.1926;5.52
3.07.1926;7.4
4.07.1926;9
5.07.1926;9
6.07.1926;9
7.07.1926;7.4
8.07.1926;5.8
9.07.1926;5.8
10.07.1926;5.1
11.07.1926;31.5
12.07.1926;11.2
13.07.1926;55.5
14.07.1926;19
15.07.1926;17.9
16.07.1926;13.5
17.07.1926;11.2
18.07.1926;7.4
19.07.1926;5.8
20.07.1926;5.1
21.07.1926;7.4
22.07.1926;13.5
23.07.1926;8.36
24.07.1926;5.8
25.07.1926;5.1
26.07.1926;4.4
27.07.1926;4.4
28.07.1926;16.2
29.07.1926;13.5
30.07.1926;9
31.07.1926;5.1
1.08.1926;4.4
2.08.1926;4.13
3.08.1926;3.95
4.08.1926;3.68
5.08.1926;3.59
6.08.1926;3.5
7.08.1926;3.18
8.08.1926;4.4
9.08.1926;9
10.08.1926;16.2
11.08.1926;9
12.08.1926;7.4
13.08.1926;5.1
14.08.1926;4.4
15.08.1926;4.31
16.08.1926;4.22
17.08.1926;4.22
18.08.1926;4.13
19.08.1926;4.13
20.08.1926;4.04
21.08.1926;3.86
22.08.1926;3.68
23.08.1926;4.4
24.08.1926;3.59
25.08.1926;3.34
26.08.1926;3.1
27.08.1926;2.94
28.08.1926;2.86
29.08.1926;2.86
30.08.1926;2.78
31.08.1926;2.7
1.09.1926;2.7
2.09.1926;2.7
3.09.1926;2.65
4.09.1926;2.6
5.09.1926;2.6
6.09.1926;2.6
7.09.1926;2.55
8.09.1926;2.55
9.09.1926;2.5
10.09.1926;2.45
11.09.1926;2.45
12.09.1926;2.45
13.09.1926;2.4
14.09.1926;2.4
15.09.1926;2.3
16.09.1926;2.25
17.09.1926;2.15
18.09.1926;2.1
19.09.1926;2
20.09.1926;2
21.09.1926;1.95
22.09.1926;1.9
23.09.1926;1.95
24.09.1926;1.95
25.09.1926;1.9
26.09.1926;1.9
27.09.1926;2.45
28.09.1926;3.5
29.09.1926;42.8
30.09.1926;13.5
1.10.1926;11.2
2.10.1926;7.4
3.10.1926;7.08
4.10.1926;5.8
5.10.1926;5.52
6.10.1926;5.1
7.10.1926;5.24
8.10.1926;4.54
9.10.1926;4.22
10.10.1926;42.8
11.10.1926;35
12.10.1926;19
13.10.1926;13.5
14.10.1926;9
15.10.1926;6.76
16.10.1926;5.8
17.10.1926;5.1
18.10.1926;4.54
19.10.1926;4.68
20.10.1926;4.4
21.10.1926;4.22
22.10.1926;19
23.10.1926;42.8
24.10.1926;51.2
25.10.1926;38.5
26.10.1926;47
27.10.1926;22.3
28.10.1926;16.2
29.10.1926;31.5
30.10.1926;39.2
31.10.1926;49
1.11.1926;22
2.11.1926;22
3.11.1926;18.5
4.11.1926;30
5.11.1926;22
6.11.1926;18.5
7.11.1926;11.5
8.11.1926;10
9.11.1926;12.5
10.11.1926;39.2
11.11.1926;44.1
12.11.1926;26
13.11.1926;18.5
14.11.1926;15.1
15.11.1926;12.5
16.11.1926;10
17.11.1926;8.05
18.11.1926;6.1
19.11.1926;10
20.11.1926;30
21.11.1926;10
22.11.1926;22
23.11.1926;30
24.11.1926;30
25.11.1926;39.2
26.11.1926;30
27.11.1926;22
28.11.1926;15.1
29.11.1926;12.5
30.11.1926;10
1.12.1926;10
2.12.1926;10
3.12.1926;9.22
4.12.1926;9.22
5.12.1926;9.22
6.12.1926;8.83
7.12.1926;8.44
8.12.1926;8.05
9.12.1926;7.66
10.12.1926;6.1
11.12.1926;6.1
12.12.1926;6.1
13.12.1926;5.62
14.12.1926;5.62
15.12.1926;5.62
16.12.1926;5.62
17.12.1926;5.38
18.12.1926;4.9
19.12.1926;4.9
20.12.1926;7.66
21.12.1926;7.66
22.12.1926;7.66
23.12.1926;4.42
24.12.1926;4.18
25.12.1926;3.94
26.12.1926;3.7
27.12.1926;3.7
28.12.1926;3.7
29.12.1926;3.7
30.12.1926;3.7
31.12.1926;3.7
1.01.1927;3.7
2.01.1927;3.7
3.01.1927;3.7
4.01.1927;3.7
5.01.1927;10
6.01.1927;6.1
7.01.1927;3.7
8.01.1927;3.7
9.01.1927;5.62
10.01.1927;5.62
11.01.1927;5.62
12.01.1927;5.62
13.01.1927;5.62
14.01.1927;5.38
15.01.1927;8.05
16.01.1927;5.38
17.01.1927;6.1
18.01.1927;14.1
19.01.1927;10
20.01.1927;8.44
21.01.1927;7.66
22.01.1927;6.1
23.01.1927;5.38
24.01.1927;4.9
25.01.1927;4.66
26.01.1927;4.18
27.01.1927;4.18
28.01.1927;3.7
29.01.1927;3.7
30.01.1927;3.7
31.01.1927;3.7
1.02.1927;6.1
2.02.1927;5.52
3.02.1927;5.14
4.02.1927;4.9
5.02.1927;4.9
6.02.1927;4.9
7.02.1927;4.9
8.02.1927;4.9
9.02.1927;4.66
10.02.1927;4.66
11.02.1927;4.66
12.02.1927;4.66
13.02.1927;4.18
14.02.1927;4.18
15.02.1927;3.94
16.02.1927;3.7
17.02.1927;3.7
18.02.1927;3.42
19.02.1927;3.42
20.02.1927;3.42
21.02.1927;3.14
22.02.1927;3.14
23.02.1927;3.14
24.02.1927;3.42
25.02.1927;5.38
26.02.1927;10
27.02.1927;10
28.02.1927;11
1.03.1927;11
2.03.1927;12.5
3.03.1927;12.5
4.03.1927;24.4
5.03.1927;14.6
6.03.1927;12
7.03.1927;11
8.03.1927;10
9.03.1927;8.83
10.03.1927;8.44
11.03.1927;9.61
12.03.1927;15.1
13.03.1927;21.3
14.03.1927;20.6
15.03.1927;15.1
16.03.1927;11
17.03.1927;10
18.03.1927;9.22
19.03.1927;8.44
20.03.1927;8.44
21.03.1927;8.44
22.03.1927;8.44
23.03.1927;8.44
24.03.1927;8.44
25.03.1927;8.44
26.03.1927;10
27.03.1927;13
28.03.1927;16.4
29.03.1927;32.7
30.03.1927;22
31.03.1927;15.1
1.04.1927;12.5
2.04.1927;11
3.04.1927;10
4.04.1927;9.22
5.04.1927;8.83
6.04.1927;8.05
7.04.1927;8.83
8.04.1927;60
9.04.1927;34.6
10.04.1927;30
11.04.1927;26
12.04.1927;30
13.04.1927;26
14.04.1927;23.6
15.04.1927;22
16.04.1927;18.5
17.04.1927;15.1
18.04.1927;12
19.04.1927;9.22
20.04.1927;9.22
21.04.1927;9.22
22.04.1927;9.22
23.04.1927;9.22
24.04.1927;7.66
25.04.1927;22
26.04.1927;19.2
27.04.1927;18.5
28.04.1927;17.1
29.04.1927;15.1
30.04.1927;16.4
1.05.1927;15.1
2.05.1927;15.7
3.05.1927;15.7
4.05.1927;16.4
5.05.1927;17.8
6.05.1927;17.8
7.05.1927;17.8
8.05.1927;17.1
9.05.1927;18.5
10.05.1927;18.5
11.05.1927;17.8
12.05.1927;15.1
13.05.1927;13
14.05.1927;12
15.05.1927;12
16.05.1927;11
17.05.1927;10
18.05.1927;11
19.05.1927;11.5
20.05.1927;11.5
21.05.1927;15.1
22.05.1927;28.4
23.05.1927;20.6
24.05.1927;15.1
25.05.1927;11
26.05.1927;10.5
27.05.1927;12.5
28.05.1927;11.5
29.05.1927;32.7
30.05.1927;22
31.05.1927;18.5
1.06.1927;20.6
2.06.1927;17.1
3.06.1927;17.1
4.06.1927;17.1
5.06.1927;25.2
6.06.1927;22
7.06.1927;15.1
8.06.1927;15.1
9.06.1927;14.6
10.06.1927;14.6
11.06.1927;14.1
12.06.1927;14.1
13.06.1927;13
14.06.1927;12
15.06.1927;11
16.06.1927;10.5
17.06.1927;10.5
18.06.1927;10.5
19.06.1927;10.5
20.06.1927;12.5
21.06.1927;10
22.06.1927;9.22
23.06.1927;11
24.06.1927;11.5
25.06.1927;10.5
26.06.1927;17.8
27.06.1927;15.1
28.06.1927;13
29.06.1927;12
30.06.1927;10
1.07.1927;9.22
2.07.1927;9.22
3.07.1927;8.83
4.07.1927;8.83
5.07.1927;8.44
6.07.1927;8.44
7.07.1927;6.88
8.07.1927;6.88
9.07.1927;6.88
10.07.1927;8.44
11.07.1927;8.44
12.07.1927;7.66
13.07.1927;6.88
14.07.1927;6.88
15.07.1927;9.22
16.07.1927;8.05
17.07.1927;6.1
18.07.1927;6.1
19.07.1927;5.62
20.07.1927;5.62
21.07.1927;5.62
22.07.1927;5.62
23.07.1927;6.1
24.07.1927;12
25.07.1927;11
26.07.1927;9.22
27.07.1927;5.62
28.07.1927;5.62
29.07.1927;5.14
30.07.1927;5.14
31.07.1927;4.9
1.08.1927;4.9
2.08.1927;4.9
3.08.1927;4.9
4.08.1927;8.05
5.08.1927;10
6.08.1927;7.27
7.08.1927;6.1
8.08.1927;6.1
9.08.1927;5.62
10.08.1927;5.38
11.08.1927;5.14
12.08.1927;5.62
13.08.1927;8.05
14.08.1927;6.88
15.08.1927;6.88
16.08.1927;15.1
17.08.1927;26.8
18.08.1927;15.1
19.08.1927;8.44
20.08.1927;8.05
21.08.1927;7.27
22.08.1927;7.27
23.08.1927;5.38
24.08.1927;5.14
25.08.1927;5.14
26.08.1927;5.14
27.08.1927;5.62
28.08.1927;5.14
29.08.1927;5.14
30.08.1927;4.9
31.08.1927;4.9
1.09.1927;4.9
2.09.1927;4.9
3.09.1927;4.66
4.09.1927;4.66
5.09.1927;4.66
6.09.1927;4.66
7.09.1927;4.66
8.09.1927;5.14
9.09.1927;12.5
10.09.1927;9.22
11.09.1927;8.44
12.09.1927;110
13.09.1927;71.7
14.09.1927;39.2
15.09.1927;22
16.09.1927;15.1
17.09.1927;39.2
18.09.1927;23.6
19.09.1927;15.1
20.09.1927;12.5
21.09.1927;11
22.09.1927;9.22
23.09.1927;7.66
24.09.1927;30
25.09.1927;19.2
26.09.1927;18.5
27.09.1927;17.1
28.09.1927;16.4
29.09.1927;12.5
30.09.1927;10
1.10.1927;8.44
2.10.1927;8.05
3.10.1927;7.27
4.10.1927;6.1
5.10.1927;6.1
6.10.1927;5.62
7.10.1927;5.62
8.10.1927;4.9
9.10.1927;4.18
10.10.1927;4.18
11.10.1927;3.7
12.10.1927;3.42
13.10.1927;3.42
14.10.1927;3.28
15.10.1927;3.28
16.10.1927;4.9
17.10.1927;5.62
18.10.1927;4.9
19.10.1927;3.7
20.10.1927;4.9
21.10.1927;5.62
22.10.1927;6.1
23.10.1927;10
24.10.1927;22
25.10.1927;10
26.10.1927;6.49
27.10.1927;5.62
28.10.1927;4.9
29.10.1927;4.18
30.10.1927;6.1
31.10.1927;6.1
1.11.1927;3.7
2.11.1927;3.7
3.11.1927;3.7
4.11.1927;3.56
5.11.1927;3.56
6.11.1927;3.42
7.11.1927;3.42
8.11.1927;22
9.11.1927;39.2
10.11.1927;39.2
11.11.1927;77.9
12.11.1927;71.7
13.11.1927;49
14.11.1927;26
15.11.1927;15.1
16.11.1927;6.88
17.11.1927;6.1
18.11.1927;6.1
19.11.1927;5.62
20.11.1927;6.1
21.11.1927;9.22
22.11.1927;12.5
23.11.1927;30
24.11.1927;54.5
25.11.1927;34.6
26.11.1927;15.1
27.11.1927;12.5
28.11.1927;11
29.11.1927;9.22
30.11.1927;8.05
1.12.1927;6.88
2.12.1927;6.1
3.12.1927;6.1
4.12.1927;6.88
5.12.1927;7.66
6.12.1927;6.88
7.12.1927;6.49
8.12.1927;6.1
9.12.1927;5.62
10.12.1927;4.18
11.12.1927;3.7
12.12.1927;3.28
13.12.1927;3.14
14.12.1927;2.58
15.12.1927;2.14
16.12.1927;2.06
17.12.1927;1.98
18.12.1927;1.98
19.12.1927;1.9
20.12.1927;1.82
21.12.1927;1.82
22.12.1927;1.66
23.12.1927;1.5
24.12.1927;2.58
25.12.1927;2.44
26.12.1927;3.42
27.12.1927;4.9
28.12.1927;4.66
29.12.1927;2.86
30.12.1927;1.9
31.12.1927;2.14
1.01.1928;1.98
2.01.1928;1.9
3.01.1928;1.82
4.01.1928;1.9
5.01.1928;1.66
6.01.1928;1.66
7.01.1928;1.5
8.01.1928;1.66
9.01.1928;1.74
10.01.1928;1.74
11.01.1928;1.82
12.01.1928;1.82
13.01.1928;1.74
14.01.1928;1.9
15.01.1928;1.98
16.01.1928;1.98
17.01.1928;2.22
18.01.1928;2.58
19.01.1928;2.14
20.01.1928;1.82
21.01.1928;1.66
22.01.1928;1.58
23.01.1928;1.5
24.01.1928;1.4
25.01.1928;1.35
26.01.1928;1.5
27.01.1928;1.58
28.01.1928;1.66
29.01.1928;1.4
30.01.1928;1.35
31.01.1928;1.5
1.02.1928;1.5
2.02.1928;2.06
3.02.1928;1.4
4.02.1928;1.3
5.02.1928;1.25
6.02.1928;1.1
7.02.1928;1
8.02.1928;0.96
9.02.1928;0.92
10.02.1928;1.25
11.02.1928;1.35
12.02.1928;3.42
13.02.1928;2.86
14.02.1928;2.72
15.02.1928;2.72
16.02.1928;2.58
17.02.1928;2.58
18.02.1928;2.86
19.02.1928;2.72
20.02.1928;2.86
21.02.1928;2.86
22.02.1928;2.72
23.02.1928;2.72
24.02.1928;2.72
25.02.1928;2.58
26.02.1928;2.58
27.02.1928;2.44
28.02.1928;2.44
29.02.1928;2.44
1.03.1928;2.14
2.03.1928;2.44
3.03.1928;2.58
4.03.1928;2.72
5.03.1928;2.72
6.03.1928;3
7.03.1928;3.42
8.03.1928;3.94
9.03.1928;3.7
10.03.1928;4.18
11.03.1928;4.42
12.03.1928;6.1
13.03.1928;4.9
14.03.1928;4.66
15.03.1928;5.14
16.03.1928;4.66
17.03.1928;4.42
18.03.1928;3.7
19.03.1928;3.7
20.03.1928;3.42
21.03.1928;3.42
22.03.1928;5.14
23.03.1928;12.5
24.03.1928;10
25.03.1928;11
26.03.1928;13
27.03.1928;14.1
28.03.1928;22
29.03.1928;19.9
30.03.1928;12.5
31.03.1928;10
1.04.1928;6.49
2.04.1928;14.1
3.04.1928;10
4.04.1928;9.22
5.04.1928;8.83
6.04.1928;10.5
7.04.1928;11.5
8.04.1928;9.61
9.04.1928;8.44
10.04.1928;8.05
11.04.1928;8.44
12.04.1928;9.22
13.04.1928;10
14.04.1928;8.05
15.04.1928;7.66
16.04.1928;10
17.04.1928;9.22
18.04.1928;9.22
19.04.1928;8.44
20.04.1928;8.05
21.04.1928;7.66
22.04.1928;7.66
23.04.1928;7.27
24.04.1928;8.05
25.04.1928;7.27
26.04.1928;7.27
27.04.1928;6.88
28.04.1928;6.1
29.04.1928;10
30.04.1928;10
1.05.1928;30
2.05.1928;34.6
3.05.1928;26
4.05.1928;22
5.05.1928;30
6.05.1928;26
7.05.1928;22
8.05.1928;26
9.05.1928;39.2
10.05.1928;28.4
11.05.1928;18.5
12.05.1928;15.1
13.05.1928;12.5
14.05.1928;12.5
15.05.1928;10
16.05.1928;10
17.05.1928;10
18.05.1928;18.5
19.05.1928;12.5
20.05.1928;11.5
21.05.1928;10
22.05.1928;15.1
23.05.1928;13
24.05.1928;13.6
25.05.1928;12.5
26.05.1928;11
27.05.1928;10
28.05.1928;10
29.05.1928;9.22
30.05.1928;14.1
31.05.1928;11
1.06.1928;12.5
2.06.1928;13
3.06.1928;11
4.06.1928;10
5.06.1928;9.22
6.06.1928;11
7.06.1928;14.1
8.06.1928;17.8
9.06.1928;18.5
10.06.1928;15.1
11.06.1928;15.1
12.06.1928;14.1
13.06.1928;14.1
14.06.1928;12.5
15.06.1928;11.5
16.06.1928;10
17.06.1928;12.5
18.06.1928;12.5
19.06.1928;9.22
20.06.1928;9.22
21.06.1928;10
22.06.1928;9.22
23.06.1928;8.83
24.06.1928;8.44
25.06.1928;8.44
26.06.1928;8.05
27.06.1928;8.05
28.06.1928;8.44
29.06.1928;8.05
30.06.1928;7.66
1.07.1928;7.66
2.07.1928;7.66
3.07.1928;7.27
4.07.1928;6.88
5.07.1928;6.88
6.07.1928;6.49
7.07.1928;5.86
8.07.1928;7.27
9.07.1928;6.49
10.07.1928;6.1
11.07.1928;5.62
12.07.1928;4.9
13.07.1928;4.66
14.07.1928;4.66
15.07.1928;4.42
16.07.1928;4.42
17.07.1928;4.42
18.07.1928;4.42
19.07.1928;5.62
20.07.1928;5.14
21.07.1928;4.9
22.07.1928;4.66
23.07.1928;5.14
24.07.1928;4.9
25.07.1928;4.9
26.07.1928;4.66
27.07.1928;4.66
28.07.1928;4.66
29.07.1928;4.66
30.07.1928;5.38
31.07.1928;4.9
1.08.1928;4.66
2.08.1928;4.66
3.08.1928;4.18
4.08.1928;3.7
5.08.1928;3.56
6.08.1928;3.56
7.08.1928;4.42
8.08.1928;4.18
9.08.1928;3.94
10.08.1928;3.7
11.08.1928;3.56
12.08.1928;3.42
13.08.1928;3.42
14.08.1928;3.42
15.08.1928;3.28
16.08.1928;3.28
17.08.1928;3.7
18.08.1928;4.18
19.08.1928;3.7
20.08.1928;3.7
21.08.1928;3.56
22.08.1928;15.1
23.08.1928;10
24.08.1928;6.1
25.08.1928;4.9
26.08.1928;4.18
27.08.1928;3.94
28.08.1928;3.7
29.08.1928;3.7
30.08.1928;3.7
31.08.1928;3.7
1.09.1928;3.7
2.09.1928;3.56
3.09.1928;3.56
4.09.1928;3.42
5.09.1928;3.42
6.09.1928;3.28
7.09.1928;3.28
8.09.1928;3.14
9.09.1928;3.14
10.09.1928;2.86
11.09.1928;2.86
12.09.1928;2.72
13.09.1928;2.44
14.09.1928;2.44
15.09.1928;4.18
16.09.1928;4.9
17.09.1928;16.4
18.09.1928;16.4
19.09.1928;10
20.09.1928;5.62
21.09.1928;3.7
22.09.1928;3.7
23.09.1928;15.1
24.09.1928;16.4
25.09.1928;9.22
26.09.1928;30
27.09.1928;10
28.09.1928;9.22
29.09.1928;13.6
30.09.1928;10
1.10.1928;11.5
2.10.1928;10
3.10.1928;9.22
4.10.1928;8.44
5.10.1928;7.66
6.10.1928;6.88
7.10.1928;6.1
8.10.1928;5.86
9.10.1928;5.38
10.10.1928;5.14
11.10.1928;4.9
12.10.1928;4.9
13.10.1928;4.66
14.10.1928;4.66
15.10.1928;4.66
16.10.1928;4.42
17.10.1928;4.42
18.10.1928;4.42
19.10.1928;4.18
20.10.1928;4.18
21.10.1928;3.7
22.10.1928;3.7
23.10.1928;3.7
24.10.1928;6.1
25.10.1928;6.1
26.10.1928;5.62
27.10.1928;6.1
28.10.1928;6.1
29.10.1928;26
30.10.1928;30
31.10.1928;22
1.11.1928;15.1
2.11.1928;30
3.11.1928;22
4.11.1928;84.2
5.11.1928;39.2
6.11.1928;22
7.11.1928;15.1
8.11.1928;15.1
9.11.1928;26
10.11.1928;30
11.11.1928;22
12.11.1928;17.1
13.11.1928;19.2
14.11.1928;12
15.11.1928;10
16.11.1928;9.22
17.11.1928;6.88
18.11.1928;8.44
19.11.1928;6.1
20.11.1928;5.62
21.11.1928;5.38
22.11.1928;5.14
23.11.1928;4.9
24.11.1928;4.66
25.11.1928;18.5
26.11.1928;12.5
27.11.1928;10
28.11.1928;8.05
29.11.1928;6.1
30.11.1928;5.62
1.12.1928;5.38
2.12.1928;4.9
3.12.1928;4.9
4.12.1928;4.66
5.12.1928;4.66
6.12.1928;4.18
7.12.1928;3.7
8.12.1928;3.56
9.12.1928;3.7
10.12.1928;4.9
11.12.1928;9.22
12.12.1928;12.5
13.12.1928;15.1
14.12.1928;9.61
15.12.1928;8.05
16.12.1928;6.1
17.12.1928;5.62
18.12.1928;5.62
19.12.1928;5.38
20.12.1928;4.9
21.12.1928;5.14
22.12.1928;4.9
23.12.1928;2.86
24.12.1928;4.42
25.12.1928;3.94
26.12.1928;3.7
27.12.1928;3.7
28.12.1928;3.94
29.12.1928;4.18
30.12.1928;4.42
31.12.1928;4.66
1.01.1929;4.66
2.01.1929;4.42
3.01.1929;4.18
4.01.1929;4.18
5.01.1929;4.18
6.01.1929;4.18
7.01.1929;3.94
8.01.1929;3.56
9.01.1929;3.42
10.01.1929;3.28
11.01.1929;3.56
12.01.1929;3.42
13.01.1929;3.42
14.01.1929;3.56
15.01.1929;3.56
16.01.1929;3.56
17.01.1929;3.28
18.01.1929;3.28
19.01.1929;3.16
20.01.1929;3.14
21.01.1929;3.14
22.01.1929;3.14
23.01.1929;3
24.01.1929;3
25.01.1929;3
26.01.1929;3
27.01.1929;3
28.01.1929;3
29.01.1929;3
30.01.1929;3
31.01.1929;3
1.02.1929;3
2.02.1929;3
3.02.1929;3
4.02.1929;3
5.02.1929;3
6.02.1929;2.86
7.02.1929;2.86
8.02.1929;2.86
9.02.1929;2.72
10.02.1929;2.72
11.02.1929;2.72
12.02.1929;2.58
13.02.1929;2.58
14.02.1929;2.58
15.02.1929;2.58
16.02.1929;2.58
17.02.1929;2.58
18.02.1929;2.58
19.02.1929;2.58
20.02.1929;2.58
21.02.1929;2.58
22.02.1929;2.58
23.02.1929;2.58
24.02.1929;2.58
25.02.1929;2.72
26.02.1929;2.72
27.02.1929;2.86
28.02.1929;3.7
1.03.1929;3
2.03.1929;3
3.03.1929;2.72
4.03.1929;2.58
5.03.1929;2.58
6.03.1929;2.58
7.03.1929;2.58
8.03.1929;2.86
9.03.1929;2.72
10.03.1929;3.42
11.03.1929;3.7
12.03.1929;3.7
13.03.1929;3.7
14.03.1929;4.18
15.03.1929;4.66
16.03.1929;6.1
17.03.1929;6.1
18.03.1929;4.9
19.03.1929;4.9
20.03.1929;4.9
21.03.1929;4.9
22.03.1929;4.9
23.03.1929;6.1
24.03.1929;5.62
25.03.1929;5.14
26.03.1929;4.66
27.03.1929;4.66
28.03.1929;4.66
29.03.1929;4.66
30.03.1929;4.9
31.03.1929;4.9
1.04.1929;5.14
2.04.1929;5.14
3.04.1929;4.9
4.04.1929;5.38
5.04.1929;5.14
6.04.1929;5.14
7.04.1929;4.9
8.04.1929;4.9
9.04.1929;4.66
10.04.1929;4.66
11.04.1929;7.27
12.04.1929;6.49
13.04.1929;6.1
14.04.1929;6.1
15.04.1929;5.38
16.04.1929;12.5
17.04.1929;8.05
18.04.1929;6.1
19.04.1929;5.62
20.04.1929;5.62
21.04.1929;6.1
22.04.1929;6.1
23.04.1929;5.38
24.04.1929;4.9
25.04.1929;4.9
26.04.1929;4.66
27.04.1929;22
28.04.1929;10
29.04.1929;10
30.04.1929;9.22
1.05.1929;15.1
2.05.1929;12
3.05.1929;10
4.05.1929;10
5.05.1929;10
6.05.1929;9.22
7.05.1929;10
8.05.1929;10
9.05.1929;10
10.05.1929;10.5
11.05.1929;10
12.05.1929;15.1
13.05.1929;13
14.05.1929;12.5
15.05.1929;12.5
16.05.1929;12
17.05.1929;10.5
18.05.1929;10
19.05.1929;9.22
20.05.1929;8.05
21.05.1929;7.27
22.05.1929;7.27
23.05.1929;6.88
24.05.1929;6.88
25.05.1929;6.49
26.05.1929;6.1
27.05.1929;8.05
28.05.1929;7.66
29.05.1929;7.66
30.05.1929;8.05
31.05.1929;10
1.06.1929;9.22
2.06.1929;8.05
3.06.1929;8.05
4.06.1929;7.27
5.06.1929;30
6.06.1929;15.1
7.06.1929;10
8.06.1929;10
9.06.1929;8.05
10.06.1929;8.05
11.06.1929;7.27
12.06.1929;7.27
13.06.1929;7.27
14.06.1929;7.27
15.06.1929;8.05
16.06.1929;8.05
17.06.1929;8.05
18.06.1929;7.27
19.06.1929;6.1
20.06.1929;5.62
21.06.1929;5.62
22.06.1929;5.62
23.06.1929;5.38
24.06.1929;5.38
25.06.1929;18.5
26.06.1929;44.1
27.06.1929;39.2
28.06.1929;30
29.06.1929;22
30.06.1929;12.5
1.07.1929;10.5
2.07.1929;15.1
3.07.1929;11.5
4.07.1929;10
5.07.1929;9.61
6.07.1929;9.22
7.07.1929;8.05
8.07.1929;7.66
9.07.1929;10
10.07.1929;8.05
11.07.1929;7.66
